idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified,ENH_Measure1a,ENH_Measure1b,ENH_Measure1c,ENH_Measure1d,ENH_Measure1e
178352,Frosé,,"Cold, Frozen, Summer",,Cocktail,,Alcoholic,Cocktail glass,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.","Paso 1
Vierta el rosado en un molde de 13x9"" y congélelo hasta que esté casi sólido (no se solidificará completamente debido al alcohol), al menos 6 horas.

Paso 2
Mientras tanto, ponga a hervir el azúcar y ½ taza de agua en un cazo mediano; cocine, removiendo constantemente, hasta que el azúcar se disuelva, unos 3 minutos. Añada las fresas, retire del fuego y deje reposar 30 minutos para que el sirope adquiera el sabor a fresa. Páselo por un colador de malla fina a un bol pequeño (no presione los sólidos); cúbralo y refrigérelo hasta que se enfríe, unos 30 minutos.

Paso 3
Pasar el rosado a una batidora. Añadir el zumo de limón, 3½ onzas de sirope de fresa y 1 taza de hielo picado y triturar hasta obtener una mezcla homogénea. Pasar la jarra de la batidora al congelador y congelar hasta que el frosé esté espeso (para que tenga consistencia de batido), entre 25 y 35 minutos.

Paso 4
Volver a batir hasta que el frosé esté espumoso. Repartir en vasos.

Paso 5
Prepáralo: El rosado se puede congelar con 1 semana de antelación.","Schritt 1
Gießen Sie den Rosé in eine 13x9-Zoll-Pfanne und lassen Sie ihn mindestens 6 Stunden lang einfrieren, bis er fast fest ist (er wird aufgrund des Alkohols nicht vollständig fest).

Schritt 2
In der Zwischenzeit Zucker und ½ Tasse Wasser in einem mittelgroßen Topf zum Kochen bringen; Unter ständigem Rühren kochen, bis sich der Zucker aufgelöst hat, etwa 3 Minuten. Erdbeeren hinzufügen, vom Herd nehmen und 30 Minuten ruhen lassen, um dem Sirup den Erdbeergeschmack zu verleihen. Durch ein feinmaschiges Sieb in eine kleine Schüssel abseihen (nicht auf Feststoffe drücken); abdecken und ca. 30 Minuten kalt stellen.

Schritt 3
Rosé in einen Mixer geben. Zitronensaft, 3½ Unzen Erdbeersirup und 1 Tasse zerstoßenes Eis hinzufügen und pürieren, bis eine glatte Masse entsteht. Den Mixbehälter in den Gefrierschrank stellen und einfrieren, bis der Frosé eingedickt ist (auf Milchshake-Konsistenz achten), 25–35 Minuten.

Schritt 4
Nochmals mixen, bis der Frosé matschig ist. Auf die Gläser verteilen.

Schritt 5
Machen Sie es im Voraus: Rosé kann 1 Woche im Voraus eingefroren werden.","Étape 1
Verser le rosé dans un moule de 13 x 9 pouces et le congeler jusqu'à ce qu'il soit presque solide (il ne se solidifie pas complètement à cause de l'alcool), pendant au moins 6 heures.

Étape 2
Entre-temps, porter le sucre et ½ tasse d'eau à ébullition dans une casserole moyenne ; cuire, en remuant constamment, jusqu'à ce que le sucre soit dissous, environ 3 minutes. Ajouter les fraises, retirer du feu et laisser reposer 30 minutes pour que le sirop s'imprègne de la saveur des fraises. Filtrer à travers un tamis à mailles fines dans un petit bol (ne pas appuyer sur les solides) ; couvrir et réfrigérer jusqu'à ce que le sirop soit froid, environ 30 minutes.

Étape 3
Verser le rosé dans un mélangeur. Ajouter le jus de citron, 3½ onces de sirop de fraise et 1 tasse de glace pilée et réduire en purée jusqu'à consistance lisse. Transférer le récipient du mélangeur au congélateur et congeler jusqu'à ce que le frosé soit épaissi (viser la consistance d'un lait frappé), de 25 à 35 minutes.

Étape 4
Mixer à nouveau jusqu'à ce que le frosé soit mousseux. Répartir dans des verres.

Étape 5
À faire à l'avance : Le rosé peut être congelé une semaine à l'avance.","Passaggio 1
Versare il rosé in una padella da 13x9 pollici e congelare finché non sarà quasi solido (non si solidificherà completamente a causa dell'alcol), almeno 6 ore.

Passaggio 2
Nel frattempo, portare a ebollizione lo zucchero e ½ tazza d'acqua in una casseruola media; cuocere, mescolando continuamente, finché lo zucchero non si scioglie, circa 3 minuti. Aggiungere le fragole, togliere dal fuoco e lasciare riposare per 30 minuti per infondere lo sciroppo con il sapore di fragola. Filtrare attraverso un colino a maglia fine in una piccola ciotola (non premere sui solidi); coprire e raffreddare fino a freddo, circa 30 minuti.

Passaggio 3
Raschiare il rosé in un frullatore. Aggiungere il succo di limone, 3½ once di sciroppo di fragole e 1 tazza di ghiaccio tritato e ridurre in purea fino a ottenere un composto omogeneo. Trasferisci la caraffa del frullatore nel congelatore e congela finché il frosé non si sarà addensato (mira alla consistenza del frappè), 25–35 minuti.

Passaggio 4
Frullare nuovamente fino a quando il frosé sarà diventato una poltiglia. Dividi tra i bicchieri.

Passaggio 5
Do Ahead: il rosé può essere congelato 1 settimana prima.",,,https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg,Rose,Sugar,Strawberries,Lemon Juice,,,,,,,,,,,,750 ml,1/2 cup,8 oz,2-3 oz,,,,,,,,,,,,TheCocktailDB,,Y,,750,ml,,,
12768,Frappé,,,,Coffee / Tea,,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.","Mezclar. Licuar a máxima velocidad durante 1 minuto. Verter en un vaso y beber con pajita. Notas: Esto funciona mejor si todo está frío (si haces café fresco, mézclalo con la leche y déjalo reposar en la nevera durante 1/2 hora. Si no está espumoso, añade más leche, o incluso un poco más de leche en polvo. La espuma se va convirtiendo poco a poco en líquido en el fondo del vaso, por lo que se puede beber durante media hora, sin que deje de aparecer café helado en el fondo. Muy refrescante.","Zusammenmischen. Mischen Sie mit höchster Mischgeschwindigkeit für ca. 1 Minute. In ein Glas gießen und mit einem Strohhalm trinken. Notizen: Dies funktioniert am besten, wenn alles kalt ist (wenn Sie frischen Kaffee zubereiten, mischen Sie ihn mit der Milch und lassen Sie ihn 1/2 Stunde im Kühlschrank stehen. Wenn es nicht schaumig ist, füge mehr Milch oder sogar nur etwas mehr Milchpulver hinzu. Der Schaum verwandelt sich allmählich in Flüssigkeit am Boden des Glases, so dass Sie feststellen werden, dass Sie sitzen und dieses etwa 1/2 Stunde lang trinken können, wobei immer mehr Eiskaffee am Boden auftaucht. Sehr erfrischend.","Mélanger le tout. Mixer à la vitesse maximale du mixeur pendant environ 1 minute. Verser dans un verre et boire avec une paille. Notes : Ce mélange fonctionne mieux si tout est froid (si vous préparez du café frais, mélangez-le avec le lait et laissez-le reposer au réfrigérateur pendant 1/2 heure). Si le café n'est pas mousseux, ajoutez du lait, ou simplement du lait en poudre. La mousse se transforme progressivement en liquide au fond du verre, de sorte que vous pouvez rester assis et boire cette boisson pendant environ 1/2 heure, avec du café glacé apparaissant continuellement au fond du verre. Très rafraîchissant.","Frullare alla massima velocità del frullatore per circa 1 minuto.
Versare in un bicchiere e bere con una cannuccia.
Note: Funziona meglio se tutto è freddo (se prepari il caffè fresco, mescolalo con il latte e lascialo riposare in frigo per mezz'ora.
Se non è schiumoso, aggiungi altro latte o anche solo altro latte in polvere.
La schiuma diventa gradualmente liquida sul fondo del bicchiere, quindi scoprirai che puoi sederti e berlo per circa mezz'ora, con sempre più caffè freddo che compare sul fondo.
Molto rinfrescante.",,,https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Coffee,Milk,Sugar,,,,,,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp ,,,,,,,,,,,,,,,N,2015-09-03 03:05:28,1/2,cup,black,,
11375,Foxy Lady,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.","Agitar todos los ingredientes con hielo, colar en una copa de cóctel fría y servir.","Alle Zutaten mit Eis schütteln, in ein gekühltes Cocktailglas abseihen und servieren.","Secouez tous les ingrédients avec de la glace, filtrez dans un verre à cocktail bien frais et servez.","Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail fredda e servire.",,,https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz ,2 oz ,,,,,,,,,,,,,,,N,2017-09-04 11:10:44,1/2,oz,,,
17197,French 75,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.","Mezcle la ginebra, el azúcar y el zumo de limón en una coctelera llena de hielo. Agitar enérgicamente y colar en una copa de champán fría. Completar con champán. Remover suavemente.","Gin, Zucker und Zitronensaft in einem mit Eis gefüllten Cocktailshaker mischen. Kräftig schütteln und in ein gekühltes Champagnerglas abseihen. Mit Champagner auffüllen. Vorsichtig umrühren.","Mélanger le gin, le sucre et le jus de citron dans un shaker rempli de glace. Secouer vigoureusement et filtrer dans une coupe à champagne réfrigérée. Compléter avec du champagne. Remuer doucement.","In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, lo zucchero e il succo di limone.Mescolate bene e guarnite con la fetta d'arancia e la ciliegia.Completare con lo champagne.Versare in un bicchiere Collins.Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg,Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,,,,,,https://pixabay.com/de/photos/champagner-cocktail-french-75-5374793/,robert84ak https://pixabay.com/de/users/robert84ak-16722616/,Y,2017-09-02 17:10:15,1,1/2,oz,,
178344,Figgy Thyme,,"Christmas,Sweet",,Cocktail,,Alcoholic,Highball glass,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.","En una bolsa lewis, tritura un poco de hielo como un baller/maníaco (@glacioice). Vierte tu preciado hielo en un vaso Collins. En una coctelera, mezcla los higos y el tomillo. Añade el vodka de miel, el zumo de limón y un cubito de hielo grande (@glacioice). Agitar hasta que esté bien frío y colar en el vaso. Añadir agua tónica y, por último, 2 chorritos de amargo de angostura. Decorar con rodajas de higo y tomillo.",,"Dans un sac lewis, piler de la glace comme un baller/maniac (@glacioice). Versez votre précieuse glace dans un verre Collins. Dans un shaker, mélangez les figues et le thym. Ajoutez la vodka au miel, le jus de citron et un gros glaçon (@glacioice). Agiter jusqu'à refroidissement complet et filtrer dans le verre. Ajouter de l'eau tonique et enfin 2 traits d'angostura bitters. Décorer avec des tranches de figues et du thym.","Mettete in un frullatore dei cubetti di ghiaccio e avviate. Versa il ghiaccio in un bicchiere Collins. In uno shaker, pestare insieme i fichi e il timo. Aggiungi la vodka al miele, il succo di limone e un grande cubetto di ghiaccio. Agitare fino a quando non si sarà raffreddato bene e filtrare nel bicchiere. Aggiungere l'acqua tonica e infine 2 gocce di angostura bitter. Guarnire con fichi affettati e timo.",,,https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg,Vodka,Honey,Figs,Thyme,Angostura Bitters,Tonic Water,,,,,,,,,,2 oz,1 tsp,3,1 Sprig,2 dashes,Top,,,,,,,,,,https://www.instagram.com/p/CIN68pSFMUG/,,N,,2,oz,,,
11382,Frisco Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,,Alle Zutaten (außer Zitronen- und Limonenscheiben) mit Eis schütteln und in ein Whiskey Sour Glas abseihen. Mit den Zitronen- und Limonenscheiben dekorieren und servieren.,,"Aggiungi il ghiaccio in uno shaker e versa tutti gli ingredienti.
Usando un cucchiaio da bar, mescola da 40 a 45 giri o fino a quando non si sarà completamente raffreddato.
Filtrare in una coppetta Martini o con ghiaccio.
Guarnire con un tocco d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,,,,,,,,Y,2017-09-08 16:22:30,2,oz,,,
12674,Fruit Shake,,,,Other / Unknown,,Non alcoholic,Highball Glass,Blend til smooth.,Mezclar hasta que quede suave.,Bis zur geschmeidigen Konsistenz mischen.,Mélanger jusqu'à obtention d'un mélange homogène.,Frulla fino a ottenere un composto omogeneo.,,,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,,,,,,1 cup fruit ,1 ,4 oz frozen ,1/2 piece textural ,6 ,,,,,,,,,,,,,N,2017-01-14 21:51:44,1,cup,fruit,,
12670,Fruit Cooler,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.","Mezcle las fresas con el azúcar y déjelas reposar toda la noche en el frigorífico. Corte el limón y reserve dos rodajas. Exprima el resto. Mezcle el zumo de limón, las fresas, el zumo de manzana y el agua con gas. Añadir rodajas de limón (decorar, de verdad). En los vasos, poner cubitos de hielo y una rodaja de manzana. Verter la bebida y servir.","Erdbeeren mit Zucker vermengen und im Kühlschrank über Nacht ruhen lassen. Zitrone schneiden, zwei Scheiben zurücklegen. Den Rest entsaften. Zitronensaft, Erdbeeren, Apfelsaft und Sodawasser mischen. Zitronenscheiben hinzufügen (nur Dekor). In Gläser, Eiswürfel und eine Apfelscheibe geben. Gießen Sie das Getränk hinein und servieren Sie es.","Mélanger les fraises avec le sucre et laisser reposer une nuit au réfrigérateur. Couper le citron et réserver deux tranches. Presser le reste. Mélanger le jus de citron, les fraises, le jus de pomme et l'eau gazeuse. Ajouter des tranches de citron (décor, vraiment). Dans les verres, mettre des glaçons et une tranche de pomme. Verser la boisson et servir.","Condite le fragole con lo zucchero e lasciate riposare per una notte in frigorifero. Taglia il limone e metti da parte due fette. Spremi il resto. Mescola il succo di limone, le fragole, il succo di mela e l'acqua gassata. Aggiungi le fette di limone (giusto per decorazione).Nei bicchieri mettere i cubetti di ghiaccio e una fetta di mela.Versa la bevanda e servi. ",,,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,,,,,,1 can frozen ,1 cup ,2 tblsp ,1 ,1 ,1 L ,,,,,,,,,,,,N,2017-01-14 21:48:19,1,can,frozen,,
14688,Freddy Kruger,,,,Shot,,Alcoholic,Shot glass,make it an ample size shot!!,,Mach es zu einer großzügigen Dosis!!!!,,Uno shot da veri temerari!,,,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,N,2016-04-28 19:06:38,1/2,oz,,,
178328,Funk and Soul,,,,Cocktail,,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,Mezcle todos los ingredientes y cuélelos en un vaso Collins. Utilice ron jamaicano siempre que sea posible para obtener un sabor más auténtico.,,Mélanger tous les ingrédients et filtrer dans un verre Collins. Utilisez si possible du rhum jamaïcain pour un goût plus authentique.,"Mescolare tutti gli ingredienti insieme e filtrare in un bicchiere Collins. Usa rum giamaicano, ove possibile, per un gusto più autentico.",,,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,,,,,,,,,2 shots,1 shot,1 shot,Juice of 1/2,Top,,,,,,,,,,,,,Y,,2,shots,,,
15743,Fuzzy Asshole,,,,Coffee / Tea,,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,,"Füllen Sie die Kaffeetasse halb voll mit Kaffee. Füllen Sie die andere Hälfte mit Pfirsichschnaps. Umrühren und trinken, solange es heiß ist.",,"Versa in un bicchiere da cappuccino metà caffè.
Riempi l'altra metà di Schnapps alla pesca.
Mescola e bevi finché è caldo.",,,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,,,,,,,,,,1/2 ,1/2 ,,,,,,,,,,,,,,,,N,2016-08-31 19:24:58,1/2,,,,
17213,French Martini,,"NewEra,IBA",,Cocktail,New Era Drinks,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Vierta todos los ingredientes en una coctelera con cubitos de hielo. Agitar bien y colar en una copa de cóctel fría. Exprima el aceite de la cáscara de limón sobre la bebida.,Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln und in ein gekühltes Cocktailglas abseihen. Das Öl aus der Zitronenschale auf das Getränk drücken.,Verser tous les ingrédients dans un shaker avec des glaçons. Bien agiter et filtrer dans un verre à cocktail réfrigéré. Presser l'huile du zeste de citron sur la boisson.,"Versare tutti gli ingredienti direttamente in un bicchiere vecchio stile pieno di cubetti di ghiaccio.
Mescola delicatamente.",,,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,,,,N,2017-09-02 18:25:34,4.5,cl,,,
17248,French Negroni,,,,Cocktail,,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.","Añada hielo a una coctelera y vierta todos los ingredientes.
Con una cuchara de bar, agitar de 40 a 45 revoluciones o hasta que esté bien frío.
Cuele en una copa de martini o sobre hielo en un vaso con hielo. Decorar con un twist de naranja.",Füge Eis in einen Shaker und gieße alle Zutaten ein. Rühren Sie mit einem Barlöffel 40 bis 45 Umdrehungen oder bis zur vollständigen Abkühlung. In ein Martini-Glas oder über Eis in ein Rocks Glas abseihen. Mit Orangenspirale garnieren.,"Mettre de la glace dans un shaker et y verser tous les ingrédients.
À l'aide d'une cuillère, remuer 40 à 45 tours ou jusqu'à ce que le produit soit bien frais.
Filtrer dans un verre à martini ou dans un verre à glace. Garnir d'un zeste d'orange.","Versare tutti gli ingredienti in uno shaker con cubetti di ghiaccio.
Shakerare bene e filtrare in una coppetta da cocktail fredda.
Spremi l'olio dalla scorza di limone sulla bevanda.",,,https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,,,,N,2017-12-19 17:06:07,1,oz,,,
13070,Fahrenheit 5000,,,,Shot,,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,,Den Boden des Schnapsglases mit Tabasco-Sauce bedecken und dann mit halb Feuerwasser und halb Absolut Peppar füllen.,,Coprire il fondo del bicchierino con salsa Tabasco e quindi riempire con metà Firewater e metà Absolut Peppar.,,,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 dash ,,,,,,,,,,,,,,,N,2016-09-08 15:24:52,1/2,oz,,,
11368,Flying Dutchman,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.","En un vaso old-fashioned casi lleno de cubitos de hielo, mezcle la ginebra y el triple sec. Remuévalo bien.","In einem old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist, den Gin und Triple Sec vermengen. Gut umrühren.","Dans un verre à l'ancienne presque rempli de glaçons, mélanger le gin et le triple sec. Bien mélanger.","In un bicchiere vecchio stile quasi riempito di cubetti di ghiaccio, unire il gin e il triple sec. Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,,,Y,2017-09-04 11:12:38,2,oz,,,
11387,Frozen Daiquiri,,,,Ordinary Drink,,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",,"Alle Zutaten (außer der Kirsche) in einem Elektromixer für fünf Sekunden bei niedriger Geschwindigkeit, dann bei hoher Geschwindigkeit bis zum festen Stand mischen. Den Inhalt in ein Champagner Glas geben, mit der Kirsche verzieren und servieren.",,Shakerare tutti gli ingredienti (tranne le fette di limone e lime) con ghiaccio e filtrare in un bicchiere da whisky sour.Decorare con le fettine di limone e lime e servire.,,,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed ,,,,,,,,,,,,N,2017-09-08 16:26:53,1,1/2,oz,,
12672,Fruit Flip-Flop,,,,Other / Unknown,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.","Ponga todos los ingredientes en la jarra de la batidora, tápela y bátala a velocidad media hasta que estén bien mezclados. Verter en un vaso alto, 2 medianos o 3 pequeños y beber.","Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.","Mettre tous les ingrédients dans le bol du mixeur - couvrir et fouetter à vitesse moyenne jusqu'à obtention d'un mélange homogène. Verser dans un grand verre, 2 verres moyens ou 3 petits verres et boire.","Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Yoghurt,Fruit juice,,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,,,,N,2017-01-14 21:50:33,1,cup,,,
11369,Flying Scotchman,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Agitar todos los ingredientes con hielo, colar en una copa de cóctel y servir.","Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.","Secouer tous les ingrédients avec de la glace, filtrer dans un verre à cocktail et servir.","Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,,,,Y,2017-09-04 11:14:00,1,oz,,,
17198,French Connection,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Vierta todos los ingredientes directamente en un vaso old fashioned lleno de cubitos de hielo. Remover suavemente.,Alle Zutaten direkt in ein old fashioned Glas mit Eiswürfeln geben. Vorsichtig umrühren.,Verser tous les ingrédients directement dans un verre old fashioned rempli de glaçons. Remuer doucement.,"Unisci gin, zucchero e succo di limone in uno shaker pieno di ghiaccio.
Shakerare energicamente e filtrare in una coppa da champagne ghiacciata.
Rabboccare il bicchiere con lo champagne.
Mescola delicatamente.",,,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,,,N,2017-09-02 17:12:39,1,1/2,oz,,
13202,Flaming Dr. Pepper,,,,Shot,,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer","Añadir Amaretto, Bacardi y vodka. Mezclar el Dr. Pepper y la cerveza","Amaretto, Bacardi und Wodka vermengen. Dr. Pepper und Bier unterrühren.","Ajouter l'Amaretto, le Bacardi et la vodka. Incorporer le Dr. Pepper et la bière","Aggiungi Amaretto, Bacardi e vodka.Mescolare il Dr. Pepper e la birra",,,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz ,,,,,,,,,,,,,N,2017-08-24 10:03:04,1,oz,,,
